
pl_name,pl_orbsmax,pl_rade,st_rad,sy_dist
TOI-1184 b,0.056000,2.410,0.70,58.5946000
TOI-1194 b,0.034000,8.717,0.96,149.6670000
TOI-1199 b,0.049880,10.514,1.45,248.4270000
TOI-1201 b,0.028700,2.415,0.51,37.8871000
TOI-122 b,0.039200,2.720,0.33,62.1180000
TOI-1221 b,0.387000,2.910,1.03,138.4110000
TOI-1224 b,0.035500,2.104,0.40,37.3312000
TOI-1224 c,,2.884,0.40,37.3312000
TOI-1227 b,0.088600,9.572,0.56,100.6410000
TOI-1231 b,0.128800,3.650,0.48,27.6227000
TOI-1235 b,0.038450,1.690,0.62,39.6345000
TOI-1244 b,0.061000,2.376,0.72,102.5510000
TOI-1246 b,0.049000,3.010,0.86,169.4220000
TOI-1246 c,0.061000,2.451,0.86,169.4220000
TOI-1246 d,0.132000,3.431,0.86,169.4220000
TOI-1246 e,0.212000,3.514,0.86,169.4220000
TOI-1248 b,0.051000,6.808,0.87,168.7350000
TOI-1249 b,0.109000,3.271,0.98,139.4900000
TOI-125 b,0.051860,2.726,0.85,111.0590000
TOI-125 c,0.081400,2.759,0.85,111.0590000
TOI-125 d,0.137000,2.930,0.85,111.0590000
TOI-1259 A b,0.040700,11.456,0.71,118.1060000
TOI-1260 b,0.036700,2.410,0.67,73.5977000
TOI-1260 c,0.065700,2.760,0.67,73.5977000
TOI-1260 d,0.111600,3.120,0.67,73.5977000
TOI-1266 b,0.072800,2.620,0.44,36.0118000
TOI-1266 c,0.104700,2.130,0.44,36.0118000
TOI-1268 b,0.071100,9.100,0.92,109.5570000
TOI-1269 b,0.049600,2.401,0.85,172.1380000
TOI-1272 b,0.041700,4.132,0.79,137.5720000
TOI-1272 c,0.079000,4.950,0.79,137.5720000
TOI-1273 b,0.054900,11.097,1.06,177.1180000
TOI-1278 b,0.095000,12.218,0.57,75.5759000
TOI-1279 b,0.085000,2.661,0.84,107.0550000
TOI-128.01,0.053810,2.219,1.13,68.4727000
TOI-1288 b,0.037400,4.968,0.96,114.8650000
TOI-1288 c,1.070000,11.100,0.96,114.8650000
TOI-1294 b,0.051000,10.124,1.56,332.6480000
TOI-1294 c,0.610000,14.300,1.56,332.6480000
TOI-1296 b,0.051000,14.116,1.70,323.2650000
TOI-1298 b,0.057000,9.658,1.45,319.0360000
TOI-132 b,0.026000,3.420,0.90,163.6780000
TOI-1333 b,0.062600,15.648,1.93,200.4920000
TOI-1338 b,0.460700,7.661,1.31,399.0170000
TOI-1338 c,0.794000,10.300,1.31,399.0170000
TOI-1347 b,0.017100,1.800,0.83,147.4760000
TOI-1347 c,0.054600,1.600,0.83,147.4760000
TOI-1386 b,0.173000,6.216,1.02,146.8580000
TOI-1386 c,0.750000,10.300,1.02,146.8580000
TOI-139 b,,2.457,0.70,42.4061000
TOI-1408 b,0.057780,25.000,1.53,139.4840000
TOI-1408 c,0.035870,2.220,1.53,139.4840000
TOI-1410 c,0.239000,5.630,0.76,72.7512000
TOI-1410.01,0.020700,3.101,0.76,72.7512000
TOI-1411 b,0.021220,1.199,0.61,32.4778000
TOI-1416 b,0.019000,1.620,0.79,55.0135000
TOI-1420 b,0.071000,11.890,0.92,201.9180000
TOI-1422 b,0.108000,3.960,1.02,155.1410000
TOI-1431 b,0.046000,16.701,1.92,148.9250000
TOI-1437 b,0.140000,2.240,1.17,103.2970000
TOI-1439 b,0.192000,4.243,1.62,230.3060000
TOI-1442 b,0.007100,1.170,0.31,41.1659000
TOI-1443 b,0.147000,2.304,0.75,85.8034000
TOI-1444 b,0.011600,1.418,0.91,125.4630000
TOI-1448 b,0.056700,2.749,0.38,73.3345000
TOI-1450 A b,,1.130,0.48,22.4467000
TOI-1450 A c,,1.130,0.48,22.4467000
TOI-1451 b,0.127000,2.611,1.02,91.9362000
TOI-1452 b,0.061000,1.672,0.28,30.5212000
TOI-1467 b,0.049500,1.676,0.46,37.4418000
TOI-1468 b,,1.280,0.34,24.7399000
TOI-1468 c,,2.064,0.34,24.7399000
TOI-1470 b,0.028500,2.180,0.47,51.9503000
TOI-1470 c,0.106000,2.470,0.47,51.9503000
TOI-1472 b,0.065000,4.160,0.84,121.8400000
TOI-1478 b,0.090300,11.882,1.05,152.8920000
TOI-150.01,0.070370,14.067,1.53,336.2670000
TOI-1516 b,,15.244,1.14,247.0540000
TOI-1518 b,0.038900,21.017,1.95,225.8880000
TOI-157 b,0.031380,14.415,1.17,355.6830000
TOI-1601 b,0.069000,14.199,2.20,336.6080000
TOI-163 b,0.058000,16.690,1.65,411.7190000
TOI-1634 b,0.015450,1.773,0.45,35.2736000
TOI-1634 c,,,0.45,35.2736000
TOI-1669 b,1.270000,14.100,1.06,111.2760000
TOI-1669 c,0.037600,2.296,1.06,111.2760000
TOI-1670 b,0.103000,2.060,1.32,168.0670000
TOI-1670 c,0.249000,11.063,1.32,168.0670000
TOI-1680 b,0.031440,1.466,0.21,37.2209000
TOI-1683.01,0.036508,2.638,0.70,51.1884000
TOI-1685 b,0.011380,1.468,0.46,37.6153000
TOI-169 b,0.035240,12.173,1.29,407.8400000
TOI-1691 b,0.126000,3.565,1.01,111.4450000
TOI-1693 b,0.022600,1.410,0.46,30.7947000
TOI-1694 b,0.045000,5.342,0.80,124.6800000
TOI-1694 c,0.100000,13.800,0.80,124.6800000
TOI-1695 b,0.033548,1.900,0.52,45.1309000
TOI-1696 b,0.022900,3.090,0.28,64.9172000
TOI-1710 b,0.166000,5.203,0.96,81.2271000
TOI-172 b,0.091400,10.817,1.78,342.8310000
TOI-1723 b,0.114000,3.292,1.09,100.7270000
TOI-1728 b,0.039100,5.050,0.62,60.7980000
TOI-1736 b,0.073000,3.182,1.43,88.9482000
TOI-1736 c,1.370000,12.500,1.43,88.9482000
TOI-1739 b,0.074200,1.695,0.75,70.9819000
TOI-1742 b,0.154000,2.365,1.13,72.8871000
TOI-1749 b,0.029100,1.390,0.55,99.5561000
TOI-1749 c,0.044300,2.120,0.55,99.5561000
TOI-1749 d,0.070700,2.520,0.55,99.5561000
TOI-1751 b,0.215000,2.951,1.31,113.3350000
TOI-1753 b,0.059000,2.479,0.97,226.6710000
TOI-1758 b,0.138000,3.557,0.82,96.6215000
TOI-1759 b,0.117700,3.140,0.60,40.0654000
TOI-1775 b,0.080000,8.047,0.83,149.2340000
TOI-1776 b,0.037800,1.216,0.94,44.6470000
TOI-178 b,0.026070,1.152,0.65,62.6990000
TOI-178 c,0.037000,1.669,0.65,62.6990000
TOI-178 d,0.059200,2.572,0.65,62.6990000
TOI-178 e,0.078300,2.207,0.65,62.6990000
TOI-178 f,0.103900,2.287,0.65,62.6990000
TOI-178 g,0.127500,2.870,0.65,62.6990000
TOI-1789 b,0.048820,16.141,2.17,229.0670000
TOI-1794 b,0.082000,3.297,1.32,155.7910000
TOI-1798.01,0.074000,2.385,0.79,113.1810000
TOI-1798.02,0.010700,1.399,0.79,113.1810000
TOI-1799 b,0.071000,1.422,0.95,62.1274000
TOI-1801 b,0.075000,2.079,0.55,30.6796000
TOI-1806.01,0.087735,3.410,0.40,55.5211000
TOI-1807 b,0.012200,1.497,0.75,42.5775000
TOI-181 b,0.053900,6.956,0.74,96.2338000
TOI-1811 b,0.043890,11.142,0.77,128.2300000
TOI-1820 b,0.061000,12.778,1.51,248.5040000
TOI-1823 b,0.212000,7.541,0.80,71.6456000
TOI-1824 b,0.151000,2.744,0.81,59.4314000
TOI-1836 b,0.157000,8.281,1.65,191.6490000
TOI-1836 c,0.030890,2.600,1.65,191.6490000
TOI-1842 b,0.100000,12.349,2.03,223.4650000
TOI-1853 b,0.021300,3.460,0.81,165.1050000
TOI-1855 b,0.023980,18.495,1.04,176.8330000
TOI-1859 b,0.337000,9.752,1.36,224.3850000
TOI-1860 b,0.020400,1.310,0.94,45.8640000
TOI-1898 b,0.269000,9.396,1.61,79.6682000
TOI-1899 b,0.152500,11.097,0.61,128.4380000
TOI-1937 A b,0.019320,13.978,1.08,415.1350000
TOI-198 b,0.100000,1.440,0.44,23.7262000
TOI-199 b,0.425400,9.079,0.82,102.2700000
TOI-199 c,0.807000,11.400,0.82,102.2700000
TOI-1994 b,0.061300,13.675,2.30,515.6030000
TOI-2000 b,0.042710,2.700,1.13,175.7130000
TOI-2000 c,0.087800,8.140,1.13,175.7130000
TOI-201 b,0.300000,11.299,1.32,113.8250000
TOI-2010 b,0.551600,11.814,1.08,109.1900000
TOI-2015 b,0.030100,3.390,0.33,47.3444000
TOI-2018 b,,2.268,0.62,27.9956000
TOI-2019 b,0.128000,5.333,1.75,198.0070000
TOI-2025 b,0.089200,11.893,1.46,335.9850000
TOI-2046 b,,16.141,1.21,289.6680000
TOI-2048 b,,2.610,0.79,116.5670000
TOI-206 b,0.011200,1.300,0.35,47.7465000
TOI-2068 b,0.063200,1.821,0.54,52.9328000
TOI-2076 b,0.088000,2.771,0.80,41.9091000
TOI-2076 c,0.142000,3.694,0.80,41.9091000
TOI-2076 d,0.199000,3.431,0.80,41.9091000
TOI-2081 b,0.075200,2.040,0.53,62.3446000
TOI-2084 b,0.050060,2.470,0.48,114.5490000
TOI-2088 b,0.472000,3.683,0.85,126.4600000
TOI-2095 b,0.101000,1.250,0.44,41.9176000
TOI-2095 c,0.137000,1.330,0.44,41.9176000
TOI-2096 b,0.025000,1.243,0.24,48.4809000
TOI-2096 c,0.040000,1.914,0.24,48.4809000
TOI-2107 b,0.035150,13.574,0.93,236.7050000
TOI-2109 b,0.017910,15.098,1.70,262.0410000
TOI-2120 b,0.037700,2.122,0.25,32.1755000
TOI-2128 b,0.127000,2.089,1.12,36.5780000
TOI-2134 b,0.078000,2.690,0.71,22.6202000
TOI-2134 c,0.371000,7.270,0.71,22.6202000
TOI-2136 b,0.057000,2.190,0.34,33.3631000
TOI-2141 b,0.133000,3.050,0.98,77.6820000
TOI-2145 b,0.111000,12.419,2.75,224.7310000
TOI-2152 A b,0.050640,14.359,1.61,303.0060000
TOI-2154 b,0.051300,16.287,1.40,296.4600000
TOI-2158 b,0.075000,10.761,1.41,198.4730000
TOI-216.01,0.206900,10.100,0.75,177.9450000
TOI-216.02,0.129300,8.000,0.75,177.9450000
TOI-2180 b,0.828000,11.321,1.64,116.6850000
TOI-2184 b,,11.400,2.90,788.3170000
TOI-2193 A b,0.033190,19.840,1.25,337.0640000
TOI-2194 b,,1.989,0.69,19.5711000
TOI-2196 b,0.022340,3.510,1.04,259.9470000
TOI-220 b,0.089110,3.030,0.86,90.7402000
TOI-2202 b,0.095640,11.321,0.79,235.9330000
TOI-2202 c,0.155440,13.400,0.79,235.9330000
TOI-2207 b,0.085400,11.153,1.56,373.3450000
TOI-2236 b,0.050090,14.370,1.57,355.5900000
TOI-2257 b,0.145000,2.194,0.31,57.7911000
TOI-2260 b,0.009700,1.620,0.94,101.2510000
TOI-2266 b,0.020000,1.540,0.24,51.6004000
TOI-2285 b,0.136300,1.740,0.46,42.4090000
TOI-2337 b,,10.088,3.22,536.0460000
TOI-2338 b,0.158000,11.209,1.05,313.9960000
TOI-2364 b,0.048710,8.608,0.89,219.6140000
TOI-2368 b,0.056490,10.839,0.85,210.9150000
TOI-237 b,0.034100,1.440,0.21,38.0749000
TOI-2373 b,0.112000,10.424,1.10,508.6860000
TOI-2374 b,0.047100,6.810,0.69,134.6550000
TOI-2379 b,0.052630,11.725,0.62,211.2470000
TOI-238 b,0.021200,1.612,0.75,80.5407000
TOI-238 c,0.074900,2.180,0.73,80.5407000
TOI-2384 b,0.027930,11.489,0.61,191.5100000
TOI-2406 b,0.022670,2.860,0.20,55.4190000
TOI-2411 b,0.014400,1.680,0.68,59.5362000
TOI-2416 b,0.083100,9.864,1.24,557.7330000
TOI-2421 b,0.054300,10.368,1.75,327.9270000
TOI-2427 b,0.020200,1.800,0.65,28.5147000
TOI-244 b,0.055900,1.520,0.43,22.0337000
TOI-2443 b,,2.773,0.73,23.9258000
TOI-2445 b,0.006400,1.250,0.27,48.5820000
TOI-2447 b,0.347000,9.606,1.01,148.9870000
TOI-2459 b,,2.953,0.68,36.6113000
TOI-2497 b,0.116600,11.142,2.36,285.2890000
TOI-2498 b,0.049100,6.060,1.26,275.2650000
TOI-251 b,0.057410,2.740,0.88,99.5230000
TOI-2524 b,0.073000,11.209,1.12,438.8420000
TOI-2525 b,0.151100,8.676,0.79,395.3980000
TOI-2525 c,0.249000,10.133,0.79,395.3980000
TOI-2529 b,0.327000,11.545,1.70,296.2710000
TOI-2545 b,,2.750,1.25,107.1180000
TOI-2567 b,0.067200,10.929,1.69,504.7750000
TOI-257 b,0.152800,7.163,1.87,76.9028000
TOI-2570 b,0.041450,13.641,1.09,361.8570000
TOI-2583 A b,0.057100,14.460,1.48,566.1890000
TOI-2587 A b,0.063500,12.072,1.73,373.6750000
TOI-2589 b,0.300000,12.106,1.07,200.2730000
TOI-260 b,0.094300,1.710,0.61,20.1852000
TOI-261.01,0.034792,3.045,1.28,114.4950000
TOI-262 b,0.163000,2.070,0.85,43.9320000
TOI-2641 b,0.060700,18.103,1.34,344.0450000
TOI-2669 b,,19.728,4.10,393.4430000
TOI-269 b,0.034500,2.770,0.40,57.0225000
TOI-270 b,0.031970,1.206,0.38,22.4793000
TOI-270 c,0.045260,2.355,0.38,22.4793000
TOI-270 d,0.072100,2.133,0.38,22.4793000
TOI-2714 b,0.036000,13.720,1.25,597.8730000
TOI-277 b,0.026900,2.650,0.36,64.6692000
TOI-2796 b,0.056900,17.262,1.07,350.3430000
TOI-2803 A b,0.031850,18.114,1.25,494.8180000
TOI-2818 b,0.049300,15.278,1.23,312.6740000
TOI-2842 b,0.047500,12.845,1.27,460.9950000
TOI-286 b,0.050300,1.420,0.78,59.2293000
TOI-286 c,0.213000,1.880,0.78,59.2293000
TOI-2977 b,0.033860,13.159,1.07,
TOI-2981 b,0.048000,13.400,1.08,527.7890000
TOI-3023 b,0.050500,16.432,1.67,389.9160000
TOI-3071 b,0.024900,7.160,1.31,485.2190000
TOI-3082 b,,3.662,0.68,113.0480000
TOI-3235 b,0.027090,11.400,0.37,72.8110000
TOI-3261 b,0.017140,3.820,0.85,300.1410000
TOI-329 b,0.063800,4.941,1.53,284.3880000
TOI-332 b,0.015900,3.200,0.87,222.8520000
TOI-3321 b,0.047000,15.558,1.55,285.8950000
TOI-3331 A b,0.031440,12.980,0.95,217.1930000
TOI-3353.01,0.060118,2.667,1.02,78.7577000
TOI-3362 b,0.153000,12.801,1.83,366.9870000
TOI-3364 b,0.067500,12.229,1.42,277.8990000
TOI-3540 A b,0.042890,23.539,1.23,
TOI-3568 b,0.048500,5.300,0.72,197.9060000
TOI-3629 b,0.043000,8.295,0.60,130.0910000
TOI-3688 A b,0.045600,13.081,1.30,396.3780000
TOI-3693 b,0.081300,12.599,0.79,176.4360000
TOI-3714 b,0.027000,11.321,0.51,112.7100000
TOI-3757 b,0.038450,12.000,0.62,181.1390000
TOI-3785 b,0.043000,5.140,0.50,79.7634000
TOI-3807 b,0.042100,18.495,1.47,421.7450000
TOI-3819 b,0.046110,13.137,1.54,558.1410000
TOI-3884 b,0.036100,6.430,0.30,43.1448000
TOI-3894 b,0.053540,15.278,1.50,417.3650000
TOI-3912 b,0.046300,14.280,1.39,465.9920000
TOI-3919 b,0.079500,12.319,1.32,604.5910000
TOI-3976 A b,0.074300,12.274,1.50,516.0870000
TOI-3984 A b,0.041000,7.900,0.47,108.8830000
TOI-4010 b,0.022900,3.020,0.83,177.5040000
TOI-4010 c,0.058000,5.930,0.83,177.5040000
TOI-4010 d,0.113000,6.180,0.83,177.5040000
TOI-4010 e,1.570000,13.300,0.83,177.5040000
TOI-406.01,0.085518,1.960,0.39,31.0597000
TOI-4087 b,0.044690,13.047,1.11,301.6760000
TOI-411 b,0.057270,1.362,1.12,62.7792000
TOI-411 c,0.101700,2.328,1.12,62.7792000
TOI-4127 b,0.308100,12.285,1.29,319.6320000
TOI-4137 b,0.052220,13.574,1.44,334.9930000
TOI-4145 A b,0.048230,13.305,0.86,205.3870000
TOI-4153 b,0.063110,16.119,1.60,423.8400000
TOI-4184 b,0.033600,2.430,0.23,69.3649000
TOI-4201 b,0.040000,13.675,0.63,189.0110000
TOI-421 b,0.055400,2.640,0.87,74.7969000
TOI-421 c,0.117000,5.090,0.87,74.7969000
TOI-4308 b,,2.419,0.79,108.9320000
TOI-431 b,0.011300,1.280,0.73,32.5686000
TOI-431 c,0.052000,1.490,0.73,32.5686000
TOI-431 d,0.098000,3.290,0.73,32.5686000
TOI-4329 b,,16.813,2.31,717.1280000
TOI-4336 A b,0.087200,2.120,0.33,22.5455000
TOI-4342 b,0.052510,2.266,0.60,61.5204000
TOI-4342 c,0.081400,2.415,0.60,61.5204000
TOI-4377 b,0.057900,15.110,3.52,455.8200000
TOI-4379 b,,16.690,1.98,645.1580000
TOI-4406 b,0.201000,11.209,1.29,261.8340000
TOI-4438 b,0.053400,2.520,0.37,30.0346000
TOI-444 b,0.133000,2.770,0.78,57.3973000
TOI-4443.01,0.029963,1.719,1.02,56.0739000
TOI-4463 A b,0.040360,13.260,1.06,173.1170000
TOI-4479 b,0.016400,2.820,0.45,80.6532000
TOI-4495.01,0.061733,3.630,1.34,132.2140000
TOI-451 b,0.028300,1.910,0.88,123.7390000
TOI-451 c,0.082300,3.100,0.88,123.7390000
TOI-451 d,0.120800,4.070,0.88,123.7390000
TOI-4515 b,0.118000,12.170,0.86,193.4990000
TOI-4527.01,0.008332,0.909,0.49,18.1037000
TOI-4551 b,0.099400,11.859,3.55,215.9860000
TOI-4559 b,0.035900,1.415,0.37,31.6354000
TOI-4562 b,0.768000,12.530,1.15,339.6050000
TOI-4562 c,5.219000,12.800,1.15,339.6050000
TOI-4582 b,,10.536,2.50,383.8460000
TOI-4600 b,0.349000,6.800,0.81,216.0560000
TOI-4600 c,1.152000,9.420,0.81,216.0560000
TOI-4602.01,0.050997,2.550,1.16,63.0637000
TOI-4603 b,0.088800,11.680,2.74,225.6430000
TOI-4633 c,0.847000,3.200,1.05,95.2016000
TOI-4641 b,0.173000,8.183,1.72,86.3501000
TOI-470 b,0.119000,4.340,0.83,130.4600000
TOI-4791 b,0.055500,12.442,1.41,328.8020000
TOI-480 b,0.077000,2.854,1.49,54.5306000
TOI-481 b,0.097000,11.097,1.66,179.3660000
TOI-4860 b,0.018080,8.700,0.36,80.1423000
TOI-4914 b,0.098000,12.870,1.00,299.8900000
TOI-500 b,0.011890,1.166,0.68,47.3924000
TOI-500 c,,2.090,0.68,47.3924000
TOI-500 d,,6.350,0.68,47.3924000
TOI-500 e,,3.990,0.68,47.3924000
TOI-5076 b,,3.200,0.78,82.8570000
TOI-5082.01,0.051205,2.548,0.93,43.1406000
TOI-5126 b,0.065190,4.740,1.24,160.4140000
TOI-5126 c,0.143900,3.860,1.24,160.4140000
TOI-5153 b,0.158000,11.882,1.40,390.4840000
TOI-5174 b,,5.351,1.09,197.2430000
TOI-519 b,0.015900,11.545,0.35,115.5570000
TOI-5205 b,0.019900,11.600,0.39,86.4493000
TOI-5218 b,0.046900,9.860,0.71,377.4830000
TOI-5232 b,0.055930,12.778,1.79,609.3880000
TOI-5238 b,,5.220,1.02,290.6460000
TOI-5293 A b,0.034000,11.900,0.52,162.2290000
TOI-530 b,0.052000,9.303,0.54,148.7620000
TOI-5301 b,0.073000,13.092,2.19,629.1610000
TOI-532 b,0.029600,5.820,0.61,135.0470000
TOI-5344 b,0.040410,10.604,0.59,138.3670000
TOI-5388.01,0.024336,1.894,0.31,18.5226000
TOI-5398 b,0.098000,10.300,1.05,130.8550000
TOI-5398 c,0.057000,3.520,1.05,130.8550000
TOI-540 b,0.012230,0.903,0.19,14.0022000
TOI-544 b,0.022500,2.018,0.62,41.1166000
TOI-544 c,,4.920,0.62,41.1166000
TOI-5542 b,0.332000,11.310,1.06,348.8490000
TOI-558 b,0.129100,12.173,1.50,402.6300000
TOI-559 b,0.072300,12.229,1.23,233.2660000
TOI-561 b,0.010600,1.425,0.84,85.7990000
TOI-561 c,0.088400,2.910,0.84,85.7990000
TOI-561 d,0.158000,2.820,0.84,85.7990000
TOI-561 e,0.328000,2.550,0.84,85.7990000
TOI-5616 b,0.027200,10.780,0.65,390.4150000
TOI-5634 A b,0.027200,10.420,0.54,306.1440000
TOI-564 b,0.027340,11.433,1.09,199.5810000
TOI-5678 b,0.249000,4.910,0.94,165.3930000
TOI-5704 b,,3.227,0.76,89.6370000
TOI-5720 b,0.018288,1.090,0.38,35.8256000
TOI-5799 b,0.035200,1.625,0.33,27.8123000
TOI-5803 b,,3.273,0.76,84.0126000
TOI-6008 b,0.010777,1.030,0.24,23.1008000
TOI-6029 b,,14.392,2.34,603.1190000
TOI-6034 b,0.029490,11.920,0.49,117.9920000
TOI-6086 b,0.015410,1.180,0.26,31.4566000
TOI-615 b,0.067800,18.977,1.73,360.4080000
TOI-620 b,0.048250,3.760,0.55,33.0231000
TOI-622 b,0.070800,9.236,1.42,123.2970000
TOI-6255 b,,1.079,0.37,20.3167000
TOI-628 b,0.048600,11.882,1.34,178.6800000
TOI-640 b,0.066080,19.851,2.08,341.9970000
TOI-654.01,0.021020,2.371,0.43,57.7553000
TOI-663 b,0.029500,2.270,0.51,64.2308000
TOI-663 c,0.043700,2.260,0.51,64.2308000
TOI-663 d,0.057600,1.920,0.51,64.2308000
TOI-669 b,0.048000,2.586,0.99,142.8670000
TOI-672 b,,5.260,0.54,66.9071000
TOI-674 b,0.025000,5.250,0.42,46.0851000
TOI-677 b,0.103800,13.115,1.28,141.8120000
TOI-700 b,0.067700,0.914,0.42,31.1265000
TOI-700 c,0.092900,2.600,0.42,31.1265000
TOI-700 d,0.163300,1.073,0.42,31.1265000
TOI-700 e,0.134000,0.953,0.42,31.1265000
TOI-712 b,0.079280,2.049,0.67,58.6212000
TOI-712 c,0.244700,2.701,0.67,58.6212000
TOI-712 d,0.340500,2.474,0.67,58.6212000
TOI-715 b,0.083000,1.550,0.24,42.4048000
TOI-733 b,0.061800,1.992,0.95,75.2092000
TOI-757 b,0.122000,2.500,0.78,60.3418000
TOI-762 A b,0.034180,8.339,0.43,98.4458000
TOI-763 b,0.060000,2.280,0.90,95.1274000
TOI-763 c,0.101100,2.630,0.90,95.1274000
TOI-771 b,0.020700,1.422,0.24,25.2788000
TOI-776 b,0.065300,1.798,0.55,27.1701000
TOI-776 c,0.100100,2.047,0.55,27.1701000
TOI-778 b,0.060000,15.400,1.71,161.7430000
TOI-782 b,0.057800,2.734,0.41,52.5122000
TOI-784 b,0.038000,1.930,0.91,64.5997000
TOI-813 b,0.423000,6.710,1.94,263.1450000
TOI-815 b,0.090300,2.940,0.77,59.7117000
TOI-815 c,0.193000,2.620,0.77,59.7117000
TOI-824 b,0.021770,2.926,0.70,63.9262000
TOI-833 b,0.017100,1.270,0.60,41.7148000
TOI-836 b,0.042200,1.704,0.67,27.5024000
TOI-836 c,0.075000,2.587,0.67,27.5024000
TOI-837 b,0.088800,9.169,1.05,142.4880000
TOI-849 b,0.015500,3.640,0.97,225.7340000
TOI-858 B b,0.044350,14.067,1.31,250.4890000
TOI-871 b,0.105400,1.664,0.72,68.0473000
TOI-880.02,0.034191,2.778,0.82,60.6679000
TOI-892 b,0.092000,11.994,1.39,340.5430000
TOI-904 b,0.056000,2.426,0.53,46.0891000
TOI-904 c,0.312000,2.167,0.53,46.0891000
TOI-905 b,0.046660,13.126,0.92,158.6490000
TOI-907.01,0.055225,9.616,2.06,312.5290000
TOI-908 b,0.041657,3.186,1.03,175.7480000
TOI-913 b,,2.453,0.73,65.1769000
TOI-942 b,0.048660,3.890,0.89,152.6010000
TOI-942 c,0.085980,4.670,0.89,152.6010000
TOI-954 b,0.049630,9.550,1.89,238.7680000
TOI-969 b,0.026360,2.765,0.67,77.2554000
TOI-969 c,2.520000,12.400,0.67,77.2554000
TRAPPIST-1 b,0.011540,1.116,0.12,12.4298888
TRAPPIST-1 c,0.015800,1.097,0.12,12.4298888
TRAPPIST-1 d,0.022270,0.788,0.12,12.4298888
TRAPPIST-1 e,0.029250,0.920,0.12,12.4298888
TRAPPIST-1 f,0.038490,1.045,0.12,12.4298888
TRAPPIST-1 g,0.046830,1.129,0.12,12.4298888
TRAPPIST-1 h,0.061890,0.755,0.12,12.4298888
TYC 0434-04538-1 b,0.660000,12.700,9.99,613.4220000
TYC 1422-614-1 b,0.690000,13.300,6.85,672.4100000
TYC 1422-614-1 c,1.370000,12.500,6.85,672.4100000
TYC 2187-512-1 b,1.220000,12.500,0.50,15.4744000
TYC 3318-01333-1 b,1.414000,13.100,5.90,490.6100000
TYC 3667-1280-1 b,0.210000,12.800,6.26,477.5160000
TYC 4282-00605-1 b,0.422000,12.400,16.21,464.1280000
TYC 8998-760-1 b,162.000000,12.300,0.95,94.6177000
TYC 8998-760-1 c,320.000000,12.330,0.95,94.6177000
Teegarden's Star b,0.025900,1.050,0.12,3.8307800
Teegarden's Star c,0.045500,1.020,0.12,3.8307800
Teegarden's Star d,0.079100,0.954,0.12,3.8307800
TrES-1 b,0.039250,12.666,0.85,159.6580000
TrES-2 b,0.035630,15.244,1.12,215.3200000
TrES-3 b,0.022820,14.975,0.83,231.3370000
TrES-4 b,0.050840,18.046,1.66,515.9800000
TrES-5 b,0.024590,13.384,0.87,360.3130000
UCAC3 113-933 b,6100.000000,12.100,0.56,52.5829000
UCAC4 328-061594 b,19000.000000,12.100,,39.9089000
UKIRT-2017-BLG-001L b,4.180000,13.700,,6300.0000000
USco CTIO 108 b,670.000000,12.300,0.35,144.0190000
USco1556 b,3500.000000,12.300,0.67,140.6350000
USco1621 b,2880.000000,12.200,0.71,137.9010000
UZ For b,5.900000,,,239.6038748
UZ For c,2.800000,,,239.6038748
V0391 Peg b,1.700000,13.100,0.23,1195.9800000
V1298 Tau b,0.168800,10.270,1.34,108.1990000
V1298 Tau c,0.082500,5.590,1.34,108.1990000
V1298 Tau d,0.108300,6.410,1.34,108.1990000
V1298 Tau e,0.240900,9.976,1.43,108.1990000
V830 Tau b,0.057000,14.000,2.00,130.1110000
VHS J125601.92-125723.9 b,350.000000,13.675,,12.7000000
WASP-1 b,0.038890,16.623,1.47,393.0720000
WASP-10 b,0.037810,12.106,0.70,140.9980000
WASP-100 b,0.045740,14.908,1.57,364.4110000
WASP-101 b,0.050570,16.029,1.31,201.2240000
WASP-103 b,0.019850,17.127,1.44,375.6470000
WASP-104 b,0.029180,12.745,0.96,185.9320000
WASP-105 b,0.075000,10.761,0.90,169.2720000
WASP-106 b,0.091700,11.433,1.31,352.1810000
WASP-107 b,0.055000,10.536,0.67,64.7414000
WASP-107 c,,13.200,0.67,64.7414000
WASP-11 b,0.043500,12.442,0.89,124.7300000
WASP-110 b,,13.877,0.86,274.9600000
WASP-113 b,0.058850,15.793,1.61,435.1560000
WASP-114 b,0.028510,15.009,1.43,523.3370000
WASP-117 b,0.094590,11.882,1.22,157.9630000
WASP-118 b,0.054530,16.141,1.70,376.6580000
WASP-119 b,0.036300,15.693,1.20,302.4480000
WASP-12 b,0.023200,21.712,1.66,427.2460000
WASP-120 b,0.051400,16.511,1.87,381.1740000
WASP-121 b,0.025960,19.649,1.46,269.8980000
WASP-123 b,0.042630,14.773,1.29,197.9960000
WASP-124 b,0.044900,13.899,1.02,448.6370000
WASP-126 b,0.044900,10.514,1.27,216.5260000
WASP-126 c,,9.380,1.27,216.5260000
WASP-127 b,0.048400,14.695,1.33,159.5070000
WASP-129 b,0.062800,10.424,0.90,301.4620000
WASP-13 b,0.053620,13.675,1.37,227.5370000
WASP-130 b,0.101200,9.976,0.96,172.2560000
WASP-131 b,0.060700,13.675,1.53,200.0750000
WASP-132 b,0.067000,10.050,0.75,122.9100000
WASP-132 c,0.018200,1.850,0.75,122.9100000
WASP-133 b,0.034500,13.563,1.44,559.0840000
